amount_tsh,basin,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group,age
250.0,Lake Tanganyika,1,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,14.0
20.0,Wami / Ruvu,120,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
200.0,Wami / Ruvu,500,True,VWC,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,23.0
0.0,Ruvuma / Southern Coast,340,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,other,non functional,44.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,8.0
0.0,Wami / Ruvu,56,True,VWC,True,other,user-group,never pay,good,enough,groundwater,other,functional,10.0
500.0,Lake Tanganyika,150,True,VWC,True,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump,non functional,26.0
1000.0,Lake Nyasa,50,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,20.0
500.0,Rufiji,150,True,WUA,True,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,42.0
5000.0,Lake Nyasa,120,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,30.0
20.0,Wami / Ruvu,80,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
0.0,Ruvuma / Southern Coast,1,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,40.0
2.0,Internal,78,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,8.0
0.0,Lake Tanganyika,250,True,VWC,False,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,13.0
40.0,Pangani,250,True,VWC,True,submersible,user-group,per bucket,salty,insufficient,surface,communal standpipe,functional,13.0
0.0,Pangani,250,True,VWC,True,handpump,user-group,never pay,good,enough,unknown,hand pump,non functional,18.0
0.0,Internal,190,True,VWC,True,gravity,user-group,never pay,salty,insufficient,groundwater,communal standpipe,non functional,10.0
10.0,Pangani,35,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,21.0
7.0,Pangani,16,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
500.0,Lake Tanganyika,178,True,VWC,True,other,user-group,monthly,good,enough,groundwater,hand pump,functional,37.0
0.0,Pangani,200,True,VWC,False,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,10.0
7200.0,Internal,60,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,18.0
0.0,Rufiji,35,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,11.0
20.0,Pangani,120,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,9.0
5.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
600.0,Lake Tanganyika,175,True,WUG,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,11.0
0.0,Rufiji,1,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,35.0
200.0,Lake Tanganyika,950,True,Water authority,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,10.0
8000.0,Lake Nyasa,0,True,VWC,True,submersible,user-group,annually,good,enough,surface,communal standpipe,functional,23.0
0.0,Rufiji,600,True,Company,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional,25.0
0.0,Pangani,1,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
50.0,Ruvuma / Southern Coast,350,True,VWC,True,submersible,user-group,per bucket,good,dry,surface,communal standpipe,non functional,40.0
0.0,Pangani,100,True,WUA,False,gravity,user-group,never pay,unknown,insufficient,groundwater,communal standpipe,functional,8.0
0.0,Pangani,60,True,VWC,False,other,user-group,never pay,salty,insufficient,groundwater,other,non functional,13.0
50.0,Wami / Ruvu,30,False,WUA,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,9.0
0.0,Pangani,500,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,11.0
10.0,Wami / Ruvu,120,True,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,22.0
0.0,Internal,178,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,8.0
1000.0,Lake Tanganyika,1000,True,VWC,False,handpump,user-group,monthly,good,insufficient,groundwater,hand pump,non functional,23.0
500.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,25.0
0.0,Internal,50,True,Parastatal,False,gravity,parastatal,on failure,good,seasonal,surface,communal standpipe,functional,13.0
250.0,Lake Tanganyika,230,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,44.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,45.0
25.0,Pangani,400,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
300.0,Lake Tanganyika,160,True,WUG,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,17.0
10.0,Pangani,250,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,52.0
2000.0,Wami / Ruvu,250,True,VWC,True,other,user-group,monthly,salty,insufficient,groundwater,other,non functional,24.0
0.0,Lake Tanganyika,225,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,non functional,35.0
300.0,Pangani,27,True,VWC,False,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,13.0
2000.0,Rufiji,60,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,36.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,45.0
1000.0,Rufiji,300,True,Water Board,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,25.0
500.0,Rufiji,350,True,VWC,True,gravity,user-group,monthly,good,seasonal,surface,communal standpipe,non functional,13.0
0.0,Lake Tanganyika,600,True,VWC,False,submersible,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,10.0
100.0,Rufiji,1,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,16.0
500.0,Rufiji,40,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,14.0
2000.0,Rufiji,500,True,VWC,True,gravity,user-group,annually,good,seasonal,groundwater,communal standpipe,non functional,30.0
100.0,Wami / Ruvu,1,False,Private operator,True,motorpump,commercial,per bucket,good,insufficient,surface,communal standpipe,functional,10.0
0.0,Rufiji,580,False,Other,True,gravity,other,never pay,good,enough,groundwater,communal standpipe,non functional,24.0
0.0,Wami / Ruvu,60,True,Private operator,False,other,commercial,never pay,unknown,dry,groundwater,other,non functional,10.0
3000.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
2400.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,19.0
50.0,Lake Victoria,300,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,13.0
30.0,Internal,800,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,22.0
50.0,Internal,214,True,WUA,True,motorpump,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,10.0
100.0,Lake Victoria,300,True,VWC,False,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,48.0
0.0,Lake Tanganyika,250,True,Water authority,False,other,user-group,never pay,good,dry,surface,communal standpipe,non functional,20.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,20.0
0.0,Pangani,1,True,Water Board,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,48.0
50.0,Internal,235,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Pangani,1200,True,VWC,True,other,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional,26.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
50.0,Pangani,200,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,20.0
450.0,Pangani,80,True,Water Board,True,gravity,user-group,other,good,enough,groundwater,communal standpipe,functional,25.0
5000.0,Internal,368,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,25.0
25.0,Internal,332,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,14.0
2000.0,Rufiji,35,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,non functional,12.0
20.0,Ruvuma / Southern Coast,1,True,VWC,True,gravity,user-group,per bucket,good,seasonal,groundwater,communal standpipe,functional,16.0
0.0,Lake Rukwa,200,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,29.0
200.0,Rufiji,1,True,VWC,True,other,user-group,monthly,good,dry,groundwater,other,non functional,33.0
0.0,Lake Nyasa,45,True,VWC,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,12.0
2000.0,Lake Rukwa,1,True,VWC,False,handpump,user-group,annually,good,enough,groundwater,hand pump,non functional,36.0
500.0,Rufiji,75,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
50.0,Internal,3500,True,VWC,True,submersible,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,11.0
0.0,Lake Tanganyika,200,True,VWC,True,other,user-group,never pay,salty,enough,groundwater,other,non functional,9.0
20.0,Rufiji,1,True,VWC,True,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,10.0
300.0,Pangani,100,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,28.0
10.0,Pangani,55,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
100.0,Lake Nyasa,0,True,WUA,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,31.0
0.0,Pangani,300,True,VWC,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,37.0
0.0,Lake Victoria,1,False,WUG,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,19.0
0.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
500.0,Ruvuma / Southern Coast,300,True,VWC,False,handpump,user-group,on failure,salty,seasonal,groundwater,hand pump,non functional,14.0
6.0,Pangani,1,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,12.0
0.0,Internal,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,16.0
1000.0,Lake Tanganyika,1250,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,36.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,12.0
50.0,Wami / Ruvu,1,True,Water authority,True,motorpump,user-group,per bucket,good,enough,surface,communal standpipe,functional,10.0
6.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
200.0,Lake Nyasa,80,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,26.0
0.0,Rufiji,500,True,WUG,False,other,user-group,on failure,good,dry,groundwater,other,non functional,33.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,10.0
0.0,Wami / Ruvu,1200,True,WUG,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional,15.0
250.0,Lake Tanganyika,320,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,22.0
10000.0,Wami / Ruvu,887,True,Company,True,submersible,parastatal,annually,good,enough,surface,communal standpipe,functional,12.0
7.0,Pangani,4,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
3000.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,10.0
1000.0,Lake Rukwa,500,True,VWC,False,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,11.0
0.0,Pangani,120,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,57.0
0.0,Ruvuma / Southern Coast,250,True,VWC,False,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump,non functional,33.0
0.0,Lake Tanganyika,140,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,28.0
200.0,Wami / Ruvu,570,True,WUA,True,submersible,commercial,annually,good,enough,surface,communal standpipe,functional,17.0
0.0,Ruvuma / Southern Coast,350,True,VWC,False,other,user-group,never pay,salty,enough,groundwater,other,non functional,32.0
500.0,Rufiji,40,True,WUA,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,42.0
30.0,Ruvuma / Southern Coast,350,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,42.0
200.0,Pangani,1,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,18.0
0.0,Lake Tanganyika,500,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,14.0
500.0,Internal,150,True,VWC,True,gravity,user-group,on failure,good,insufficient,groundwater,communal standpipe,functional,30.0
0.0,Pangani,50,True,Water authority,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,45.0
20.0,Pangani,50,True,VWC,True,other,user-group,per bucket,good,unknown,groundwater,other,non functional,39.0
0.0,Pangani,1,True,VWC,False,other,user-group,never pay,good,unknown,surface,other,non functional,31.0
500.0,Lake Nyasa,60,True,VWC,False,gravity,user-group,annually,good,insufficient,groundwater,communal standpipe,functional,22.0
0.0,Lake Nyasa,750,True,VWC,False,gravity,user-group,on failure,good,dry,surface,communal standpipe,non functional,12.0
0.0,Wami / Ruvu,50,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,32.0
200.0,Lake Nyasa,0,True,WUA,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,30.0
2000.0,Rufiji,30,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,35.0
4000.0,Pangani,240,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,32.0
0.0,Lake Rukwa,200,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,36.0
0.0,Rufiji,800,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Internal,120,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,16.0
1000.0,Rufiji,0,False,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,46.0
0.0,Rufiji,35,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,44.0
50.0,Ruvuma / Southern Coast,150,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,16.0
0.0,Pangani,1,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
200.0,Lake Nyasa,45,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,19.0
0.0,Ruvuma / Southern Coast,1,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,40.0
500.0,Rufiji,600,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,38.0
0.0,Lake Nyasa,10,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,24.0
250.0,Lake Tanganyika,240,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,20.0
0.0,Internal,149,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,9.0
500.0,Ruvuma / Southern Coast,300,True,WUG,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,non functional,20.0
10000.0,Internal,485,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,14.0
40000.0,Wami / Ruvu,488,False,WUA,True,submersible,parastatal,monthly,good,enough,surface,communal standpipe,functional,10.0
0.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,36.0
0.0,Pangani,150,True,Parastatal,True,gravity,commercial,unknown,good,enough,groundwater,communal standpipe,functional,22.0
0.0,Pangani,350,True,WUA,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,15.0
20.0,Pangani,100,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,10.0
1500.0,Lake Nyasa,0,True,VWC,True,handpump,user-group,monthly,good,dry,groundwater,hand pump,non functional,10.0
0.0,Wami / Ruvu,1,True,VWC,True,other,user-group,never pay,salty,insufficient,groundwater,other,non functional,29.0
0.0,Pangani,50,True,VWC,False,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,12.0
500.0,Lake Tanganyika,94,True,Other,True,other,other,on failure,good,enough,groundwater,hand pump,functional,39.0
0.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,10.0
0.0,Wami / Ruvu,430,False,VWC,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional,21.0
0.0,Internal,594,True,Parastatal,True,handpump,parastatal,never pay,good,enough,groundwater,hand pump,functional,14.0
500.0,Rufiji,50,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Internal,400,False,VWC,False,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,42.0
50.0,Ruvuma / Southern Coast,105,False,Private operator,True,submersible,commercial,per bucket,salty,enough,groundwater,other,non functional,10.0
0.0,Ruvuma / Southern Coast,450,True,VWC,True,gravity,user-group,on failure,good,dry,surface,communal standpipe,non functional,46.0
1000.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,functional,11.0
20.0,Wami / Ruvu,1000,True,VWC,True,submersible,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,36.0
0.0,Wami / Ruvu,150,True,WUG,False,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe,functional,10.0
0.0,Lake Tanganyika,225,False,VWC,True,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional,26.0
50.0,Pangani,150,True,VWC,False,submersible,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,14.0
5000.0,Wami / Ruvu,10,True,Parastatal,True,motorpump,commercial,monthly,good,insufficient,surface,communal standpipe,functional,10.0
6000.0,Internal,840,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,10.0
0.0,Rufiji,620,True,VWC,False,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional,14.0
0.0,Lake Rukwa,200,True,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional,35.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,40.0
500.0,Rufiji,45,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
0.0,Lake Tanganyika,500,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,12.0
250.0,Lake Tanganyika,805,True,Water authority,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,18.0
0.0,Pangani,200,True,VWC,True,other,user-group,never pay,salty,insufficient,groundwater,hand pump,functional,14.0
250.0,Lake Tanganyika,320,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,20.0
0.0,Ruvuma / Southern Coast,300,True,VWC,True,gravity,parastatal,on failure,good,enough,surface,communal standpipe,functional,37.0
50.0,Rufiji,300,True,VWC,False,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,48.0
200.0,Rufiji,125,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,32.0
1000.0,Lake Tanganyika,1000,True,VWC,True,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump,functional,26.0
10.0,Ruvuma / Southern Coast,260,False,VWC,False,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,32.0
500.0,Rufiji,30,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,48.0
0.0,Rufiji,300,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,14.0
20.0,Internal,310,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
500.0,Rufiji,150,True,VWC,True,gravity,user-group,on failure,good,insufficient,surface,communal standpipe,non functional,23.0
10.0,Pangani,60,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Pangani,1,True,Company,True,submersible,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,16.0
500.0,Internal,183,True,WUA,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,9.0
500.0,Wami / Ruvu,70,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,14.0
0.0,Lake Victoria,500,True,WUG,False,handpump,user-group,other,salty,enough,groundwater,hand pump,functional,15.0
1000.0,Ruvuma / Southern Coast,250,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,34.0
200.0,Wami / Ruvu,280,True,VWC,True,handpump,user-group,on failure,good,enough,groundwater,hand pump,non functional,16.0
4700.0,Rufiji,75,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,34.0
7.0,Pangani,80,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
6000.0,Internal,210,True,VWC,True,gravity,user-group,annually,fluoride,insufficient,groundwater,communal standpipe,functional,13.0
2400.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,19.0
0.0,Wami / Ruvu,560,True,VWC,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional,12.0
25.0,Wami / Ruvu,132,True,VWC,False,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,10.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,20.0
6000.0,Lake Nyasa,25,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Ruvuma / Southern Coast,300,True,VWC,False,other,user-group,never pay,milky,seasonal,groundwater,other,non functional,12.0
0.0,Internal,1,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,8.0
0.0,Rufiji,50,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,36.0
60.0,Rufiji,1,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,15.0
200.0,Pangani,1,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
500.0,Lake Rukwa,1,True,VWC,False,handpump,user-group,annually,good,unknown,groundwater,hand pump,non functional,20.0
10.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Pangani,420,True,Water authority,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,18.0
200.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,non functional,14.0
2000.0,Rufiji,20,True,Water Board,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Rufiji,1,True,Water Board,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,25.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,18.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,42.0
3000.0,Lake Nyasa,63,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,10.0
1500.0,Wami / Ruvu,40,True,VWC,True,submersible,user-group,monthly,good,insufficient,groundwater,communal standpipe,non functional,39.0
0.0,Pangani,148,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,57.0
0.0,Lake Victoria,250,True,VWC,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional,29.0
0.0,Wami / Ruvu,100,True,Parastatal,False,handpump,parastatal,never pay,good,enough,groundwater,hand pump,functional,11.0
0.0,Lake Victoria,450,False,VWC,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional,42.0
200.0,Rufiji,15,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,16.0
25.0,Lake Tanganyika,250,True,VWC,False,handpump,user-group,per bucket,salty,enough,groundwater,hand pump,functional,32.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Wami / Ruvu,1,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,46.0
3000.0,Internal,355,True,WUG,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,23.0
0.0,Wami / Ruvu,120,True,VWC,False,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,functional,13.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,15.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,functional,50.0
6.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
500.0,Internal,325,True,WUA,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,non functional,25.0
0.0,Ruvuma / Southern Coast,1,False,VWC,False,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,41.0
0.0,Lake Tanganyika,400,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,11.0
5.0,Pangani,360,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Ruvuma / Southern Coast,45,False,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,13.0
50.0,Pangani,1000,False,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,20.0
0.0,Pangani,350,True,VWC,False,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe,non functional,21.0
200.0,Lake Tanganyika,650,True,Water authority,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,24.0
0.0,Pangani,210,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,17.0
20.0,Pangani,100,True,VWC,False,other,user-group,per bucket,good,insufficient,groundwater,hand pump,non functional,12.0
6.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Rufiji,250,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,36.0
