amount_tsh,basin,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group,age
1000.0,Lake Nyasa,53.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,34.0
0.0,Wami / Ruvu,80.0,True,VWC,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional,16.0
0.0,Internal,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Pangani,1.0,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,48.0
1000.0,Lake Tanganyika,270.0,True,VWC,True,handpump,user-group,on failure,good,insufficient,groundwater,hand pump,non functional,26.0
200.0,Rufiji,250.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,36.0
0.0,Pangani,345.0,True,VWC,True,other,user-group,other,good,enough,groundwater,communal standpipe,non functional,8.0
0.0,Rufiji,800.0,True,Water Board,True,gravity,user-group,never pay,unknown,insufficient,surface,communal standpipe,non functional,11.0
0.0,Wami / Ruvu,80.0,True,VWC,True,gravity,user-group,on failure,good,insufficient,surface,communal standpipe,functional,14.0
0.0,Wami / Ruvu,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,46.0
1000.0,Wami / Ruvu,1.0,True,VWC,True,submersible,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Internal,240.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,10.0
0.0,Rufiji,1125.0,True,VWC,True,handpump,user-group,on failure,good,dry,groundwater,hand pump,non functional,16.0
0.0,Rufiji,0.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,20.0
0.0,Internal,240.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,improved spring,functional,14.0
0.0,Lake Victoria,868.0,True,Parastatal,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional,23.0
10.0,Pangani,150.0,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Pangani,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,22.0
6.0,Pangani,5.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
1000.0,Rufiji,40.0,True,VWC,False,rope pump,user-group,on failure,good,enough,groundwater,hand pump,functional,10.0
0.0,Lake Nyasa,270.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,10.0
50.0,Ruvuma / Southern Coast,80.0,True,VWC,True,gravity,user-group,per bucket,good,seasonal,groundwater,communal standpipe,functional,16.0
0.0,Rufiji,1.0,True,VWC,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,25.0
0.0,Lake Tanganyika,350.0,True,VWC,False,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,10.0
10.0,Rufiji,300.0,True,VWC,False,handpump,user-group,per bucket,salty,enough,groundwater,hand pump,functional,20.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Pangani,1.0,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,18.0
500.0,Internal,258.0,True,VWC,True,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,25.0
0.0,Rufiji,35.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,44.0
1000.0,Lake Rukwa,120.0,True,VWC,True,handpump,user-group,annually,salty,enough,groundwater,hand pump,functional,34.0
30.0,Pangani,150.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,40.0
0.0,Lake Victoria,168.0,True,Parastatal,False,gravity,parastatal,never pay,unknown,seasonal,surface,communal standpipe,functional,9.0
600.0,Lake Tanganyika,721.0,True,Parastatal,True,gravity,parastatal,monthly,good,enough,surface,communal standpipe,non functional,11.0
20.0,Wami / Ruvu,200.0,True,VWC,False,handpump,user-group,per bucket,good,enough,groundwater,hand pump,non functional,14.0
0.0,Rufiji,130.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,36.0
0.0,Rufiji,200.0,True,VWC,True,handpump,user-group,never pay,good,insufficient,unknown,hand pump,non functional,40.0
20.0,Wami / Ruvu,240.0,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
500.0,Lake Tanganyika,160.0,True,VWC,False,gravity,unknown,on failure,good,insufficient,groundwater,communal standpipe,functional,13.0
0.0,Wami / Ruvu,500.0,True,Parastatal,True,motorpump,parastatal,never pay,good,enough,surface,communal standpipe,non functional,32.0
10.0,Pangani,140.0,True,Water Board,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,17.0
0.0,Pangani,260.0,True,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,functional,13.0
250.0,Lake Tanganyika,560.0,True,Water authority,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,18.0
20.0,Wami / Ruvu,60.0,True,VWC,True,submersible,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,39.0
100.0,Lake Victoria,125.0,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,48.0
0.0,Internal,206.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,34.0
20.0,Pangani,150.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,11.0
10.0,Wami / Ruvu,60.0,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Lake Tanganyika,400.0,True,VWC,False,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,17.0
0.0,Lake Tanganyika,200.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,29.0
200.0,Lake Nyasa,60.0,False,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Internal,240.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,8.0
0.0,Lake Victoria,900.0,False,Parastatal,True,handpump,parastatal,per bucket,salty,enough,groundwater,hand pump,functional,13.0
100.0,Wami / Ruvu,70.0,True,VWC,True,handpump,user-group,monthly,good,seasonal,groundwater,hand pump,functional,23.0
0.0,Pangani,120.0,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,10.0
0.0,Pangani,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,13.0
500.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,annually,unknown,unknown,groundwater,communal standpipe,non functional,28.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Wami / Ruvu,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Rufiji,250.0,True,WUA,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,38.0
0.0,Wami / Ruvu,289.0,True,VWC,True,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,45.0
250.0,Lake Tanganyika,450.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,32.0
500.0,Pangani,60.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,12.0
300.0,Pangani,50.0,True,WUA,False,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,13.0
50.0,Rufiji,200.0,True,VWC,True,gravity,user-group,per bucket,good,dry,groundwater,communal standpipe,non functional,14.0
0.0,Rufiji,15.0,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,32.0
10.0,Ruvuma / Southern Coast,450.0,True,VWC,True,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,13.0
0.0,Lake Nyasa,30.0,False,VWC,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,25.0
0.0,Lake Nyasa,0.0,True,VWC,True,handpump,user-group,on failure,good,dry,groundwater,hand pump,non functional,25.0
0.0,Rufiji,50.0,True,VWC,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,40.0
20.0,Wami / Ruvu,1.0,False,Private operator,True,submersible,commercial,per bucket,salty,enough,groundwater,communal standpipe,functional,11.0
500.0,Rufiji,50.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,12.0
0.0,Internal,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,17.0
250.0,Lake Tanganyika,320.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,19.0
0.0,Internal,1125.0,True,VWC,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional,27.0
0.0,Lake Tanganyika,1125.0,True,WUG,True,other,user-group,unknown,good,enough,groundwater,other,non functional,27.0
0.0,Rufiji,50.0,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,16.0
0.0,Pangani,1.0,True,VWC,False,other,user-group,never pay,good,insufficient,surface,other,functional,24.0
0.0,Lake Victoria,200.0,False,VWC,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional,37.0
0.0,Lake Tanganyika,120.0,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,improved spring,functional,11.0
0.0,Rufiji,720.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,17.0
50.0,Internal,1125.0,True,VWC,True,submersible,user-group,per bucket,good,insufficient,surface,communal standpipe,non functional,14.0
0.0,Pangani,600.0,True,VWC,False,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,50.0
0.0,Rufiji,80.0,True,VWC,True,other,user-group,never pay,good,enough,groundwater,hand pump,non functional,10.0
0.0,Ruvuma / Southern Coast,1.0,False,VWC,False,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,14.0
0.0,Wami / Ruvu,200.0,True,VWC,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional,16.0
250.0,Lake Tanganyika,1.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,14.0
20.0,Wami / Ruvu,120.0,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
200.0,Wami / Ruvu,500.0,True,VWC,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,23.0
0.0,Ruvuma / Southern Coast,340.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,other,non functional,44.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,8.0
0.0,Wami / Ruvu,56.0,True,VWC,True,other,user-group,never pay,good,enough,groundwater,other,functional,10.0
500.0,Lake Tanganyika,150.0,True,VWC,True,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump,non functional,26.0
1000.0,Lake Nyasa,50.0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,20.0
500.0,Rufiji,150.0,True,WUA,True,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,42.0
1000.0,Lake Nyasa,120.0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,150.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,30.0
20.0,Wami / Ruvu,80.0,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,17.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,40.0
2.0,Internal,78.0,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,8.0
0.0,Lake Tanganyika,250.0,True,VWC,False,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,13.0
40.0,Pangani,250.0,True,VWC,True,submersible,user-group,per bucket,salty,insufficient,surface,communal standpipe,functional,13.0
0.0,Pangani,250.0,True,VWC,True,handpump,user-group,never pay,good,enough,unknown,hand pump,non functional,18.0
0.0,Internal,190.0,True,VWC,True,gravity,user-group,never pay,salty,insufficient,groundwater,communal standpipe,non functional,10.0
10.0,Pangani,35.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,21.0
7.0,Pangani,16.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
500.0,Lake Tanganyika,178.0,True,VWC,True,other,user-group,monthly,good,enough,groundwater,hand pump,functional,37.0
0.0,Pangani,200.0,True,VWC,False,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,10.0
1000.0,Internal,60.0,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,18.0
0.0,Rufiji,35.0,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,11.0
20.0,Pangani,120.0,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,9.0
5.0,Pangani,20.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
600.0,Lake Tanganyika,175.0,True,WUG,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,11.0
0.0,Rufiji,1.0,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,35.0
200.0,Lake Tanganyika,950.0,True,Water authority,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,10.0
1000.0,Lake Nyasa,0.0,True,VWC,True,submersible,user-group,annually,good,enough,surface,communal standpipe,functional,23.0
0.0,Rufiji,600.0,True,Company,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional,25.0
0.0,Pangani,1.0,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
50.0,Ruvuma / Southern Coast,350.0,True,VWC,True,submersible,user-group,per bucket,good,dry,surface,communal standpipe,non functional,40.0
0.0,Pangani,100.0,True,WUA,False,gravity,user-group,never pay,unknown,insufficient,groundwater,communal standpipe,functional,8.0
0.0,Pangani,60.0,True,VWC,False,other,user-group,never pay,salty,insufficient,groundwater,other,non functional,13.0
50.0,Wami / Ruvu,30.0,False,WUA,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,9.0
0.0,Pangani,500.0,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,11.0
10.0,Wami / Ruvu,120.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,22.0
0.0,Internal,178.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,8.0
1000.0,Lake Tanganyika,1000.0,True,VWC,False,handpump,user-group,monthly,good,insufficient,groundwater,hand pump,non functional,23.0
500.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,25.0
0.0,Internal,50.0,True,Parastatal,False,gravity,parastatal,on failure,good,seasonal,surface,communal standpipe,functional,13.0
250.0,Lake Tanganyika,230.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,44.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,45.0
25.0,Pangani,400.0,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
300.0,Lake Tanganyika,160.0,True,WUG,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,17.0
10.0,Pangani,250.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,52.0
1000.0,Wami / Ruvu,250.0,True,VWC,True,other,user-group,monthly,salty,insufficient,groundwater,other,non functional,24.0
0.0,Lake Tanganyika,225.0,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,non functional,35.0
300.0,Pangani,27.0,True,VWC,False,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,13.0
1000.0,Rufiji,60.0,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,36.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,45.0
1000.0,Rufiji,300.0,True,Water Board,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,25.0
500.0,Rufiji,350.0,True,VWC,True,gravity,user-group,monthly,good,seasonal,surface,communal standpipe,non functional,13.0
0.0,Lake Tanganyika,600.0,True,VWC,False,submersible,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,10.0
100.0,Rufiji,1.0,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,16.0
500.0,Rufiji,40.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,14.0
1000.0,Rufiji,500.0,True,VWC,True,gravity,user-group,annually,good,seasonal,groundwater,communal standpipe,non functional,30.0
100.0,Wami / Ruvu,1.0,False,Private operator,True,motorpump,commercial,per bucket,good,insufficient,surface,communal standpipe,functional,10.0
0.0,Rufiji,580.0,False,Other,True,gravity,other,never pay,good,enough,groundwater,communal standpipe,non functional,24.0
0.0,Wami / Ruvu,60.0,True,Private operator,False,other,commercial,never pay,unknown,dry,groundwater,other,non functional,10.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,19.0
50.0,Lake Victoria,300.0,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,13.0
30.0,Internal,800.0,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,22.0
50.0,Internal,214.0,True,WUA,True,motorpump,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,10.0
100.0,Lake Victoria,300.0,True,VWC,False,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,48.0
0.0,Lake Tanganyika,250.0,True,Water authority,False,other,user-group,never pay,good,dry,surface,communal standpipe,non functional,20.0
0.0,Pangani,150.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,20.0
0.0,Pangani,1.0,True,Water Board,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,48.0
50.0,Internal,235.0,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Pangani,1125.0,True,VWC,True,other,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional,26.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
50.0,Pangani,200.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,20.0
450.0,Pangani,80.0,True,Water Board,True,gravity,user-group,other,good,enough,groundwater,communal standpipe,functional,25.0
1000.0,Internal,368.0,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,25.0
25.0,Internal,332.0,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,14.0
1000.0,Rufiji,35.0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,non functional,12.0
20.0,Ruvuma / Southern Coast,1.0,True,VWC,True,gravity,user-group,per bucket,good,seasonal,groundwater,communal standpipe,functional,16.0
0.0,Lake Rukwa,200.0,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,29.0
200.0,Rufiji,1.0,True,VWC,True,other,user-group,monthly,good,dry,groundwater,other,non functional,33.0
0.0,Lake Nyasa,45.0,True,VWC,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,12.0
1000.0,Lake Rukwa,1.0,True,VWC,False,handpump,user-group,annually,good,enough,groundwater,hand pump,non functional,36.0
500.0,Rufiji,75.0,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
50.0,Internal,1125.0,True,VWC,True,submersible,user-group,per bucket,good,insufficient,groundwater,communal standpipe,functional,11.0
0.0,Lake Tanganyika,200.0,True,VWC,True,other,user-group,never pay,salty,enough,groundwater,other,non functional,9.0
20.0,Rufiji,1.0,True,VWC,True,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,10.0
300.0,Pangani,100.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,28.0
10.0,Pangani,55.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
100.0,Lake Nyasa,0.0,True,WUA,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,31.0
0.0,Pangani,300.0,True,VWC,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,37.0
0.0,Lake Victoria,1.0,False,WUG,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,19.0
0.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
500.0,Ruvuma / Southern Coast,300.0,True,VWC,False,handpump,user-group,on failure,salty,seasonal,groundwater,hand pump,non functional,14.0
6.0,Pangani,1.0,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,12.0
0.0,Internal,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Pangani,150.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,16.0
1000.0,Lake Tanganyika,1125.0,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,36.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,12.0
50.0,Wami / Ruvu,1.0,True,Water authority,True,motorpump,user-group,per bucket,good,enough,surface,communal standpipe,functional,10.0
6.0,Pangani,20.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
200.0,Lake Nyasa,80.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,26.0
0.0,Rufiji,500.0,True,WUG,False,other,user-group,on failure,good,dry,groundwater,other,non functional,33.0
0.0,Pangani,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,10.0
0.0,Wami / Ruvu,1125.0,True,WUG,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional,15.0
250.0,Lake Tanganyika,320.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,22.0
1000.0,Wami / Ruvu,887.0,True,Company,True,submersible,parastatal,annually,good,enough,surface,communal standpipe,functional,12.0
7.0,Pangani,4.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,10.0
1000.0,Lake Rukwa,500.0,True,VWC,False,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,11.0
0.0,Pangani,120.0,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,57.0
0.0,Ruvuma / Southern Coast,250.0,True,VWC,False,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump,non functional,33.0
0.0,Lake Tanganyika,140.0,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,28.0
200.0,Wami / Ruvu,570.0,True,WUA,True,submersible,commercial,annually,good,enough,surface,communal standpipe,functional,17.0
0.0,Ruvuma / Southern Coast,350.0,True,VWC,False,other,user-group,never pay,salty,enough,groundwater,other,non functional,32.0
500.0,Rufiji,40.0,True,WUA,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,42.0
30.0,Ruvuma / Southern Coast,350.0,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,42.0
200.0,Pangani,1.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,18.0
0.0,Lake Tanganyika,500.0,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,14.0
500.0,Internal,150.0,True,VWC,True,gravity,user-group,on failure,good,insufficient,groundwater,communal standpipe,functional,30.0
0.0,Pangani,50.0,True,Water authority,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,45.0
20.0,Pangani,50.0,True,VWC,True,other,user-group,per bucket,good,unknown,groundwater,other,non functional,39.0
0.0,Pangani,1.0,True,VWC,False,other,user-group,never pay,good,unknown,surface,other,non functional,31.0
500.0,Lake Nyasa,60.0,True,VWC,False,gravity,user-group,annually,good,insufficient,groundwater,communal standpipe,functional,22.0
0.0,Lake Nyasa,750.0,True,VWC,False,gravity,user-group,on failure,good,dry,surface,communal standpipe,non functional,12.0
0.0,Wami / Ruvu,50.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,32.0
200.0,Lake Nyasa,0.0,True,WUA,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,30.0
1000.0,Rufiji,30.0,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,35.0
1000.0,Pangani,240.0,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,32.0
0.0,Lake Rukwa,200.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,36.0
0.0,Rufiji,800.0,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Internal,120.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,16.0
1000.0,Rufiji,0.0,False,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,46.0
0.0,Rufiji,35.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,44.0
50.0,Ruvuma / Southern Coast,150.0,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,16.0
0.0,Pangani,1.0,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
200.0,Lake Nyasa,45.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,19.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,40.0
500.0,Rufiji,600.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,38.0
0.0,Lake Nyasa,10.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,24.0
250.0,Lake Tanganyika,240.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,20.0
0.0,Internal,149.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,9.0
500.0,Ruvuma / Southern Coast,300.0,True,WUG,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,non functional,20.0
1000.0,Internal,485.0,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,14.0
1000.0,Wami / Ruvu,488.0,False,WUA,True,submersible,parastatal,monthly,good,enough,surface,communal standpipe,functional,10.0
0.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,36.0
0.0,Pangani,150.0,True,Parastatal,True,gravity,commercial,unknown,good,enough,groundwater,communal standpipe,functional,22.0
0.0,Pangani,350.0,True,WUA,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,15.0
